 time            v(in)           v(out)          i(V1)          
 2.22800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.32800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.42800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.52800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.62800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.72800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.82800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 2.92800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.02800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.12800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.22800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.32800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.42800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.52800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.62800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.72800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.82800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 3.92800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.02800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.12800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.22800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.32800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.42800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.52800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.62800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.72800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.82800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 4.92800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.02800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.12800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.22800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.32800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.42800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.52800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.62800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.72800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.82800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.92800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.02800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.12800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.22800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.32800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.42800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.52800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.62800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.72800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.82800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 6.92800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.02800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.12800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.22800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.32800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.42800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.52800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.62800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.72800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.82800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 7.92800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.02800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.12800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.22800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.32800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.42800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.52800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.62800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.72800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.82800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 8.92800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.02800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.12800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.22800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.32800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.42800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.52800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.62800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.72800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.82800000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 9.91400000e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00010000e-03  5.00000000e-01  4.99950005e-01 -4.99950005e-04 
 1.00030000e-03  1.50000000e+00  1.49975003e+00 -1.49975003e-03 
 1.00065000e-03  3.25000000e+00  3.24891902e+00 -3.24891902e-03 
 1.00100000e-03  5.00000000e+00  4.99747590e+00 -4.99747590e-03 
 1.00104615e-03  5.00000000e+00  4.99724525e+00 -4.99724525e-03 
 1.00113846e-03  5.00000000e+00  4.99678398e+00 -4.99678398e-03 
 1.00132308e-03  5.00000000e+00  4.99586157e+00 -4.99586157e-03 
 1.00169232e-03  5.00000000e+00  4.99401726e+00 -4.99401726e-03 
 1.00243079e-03  5.00000000e+00  4.99033068e+00 -4.99033068e-03 
 1.00390773e-03  5.00000000e+00  4.98296569e+00 -4.98296569e-03 
 1.00686162e-03  5.00000000e+00  4.96826828e+00 -4.96826828e-03 
 1.01276939e-03  5.00000000e+00  4.93900332e+00 -4.93900332e-03 
 1.02276939e-03  5.00000000e+00  4.88985900e+00 -4.88985900e-03 
 1.03276939e-03  5.00000000e+00  4.84120369e+00 -4.84120369e-03 
 1.04276939e-03  5.00000000e+00  4.79303251e+00 -4.79303251e-03 
 1.05276939e-03  5.00000000e+00  4.74534064e+00 -4.74534064e-03 
 1.06276939e-03  5.00000000e+00  4.69812332e+00 -4.69812332e-03 
 1.07276939e-03  5.00000000e+00  4.65137583e+00 -4.65137583e-03 
 1.08276939e-03  5.00000000e+00  4.60509348e+00 -4.60509348e-03 
 1.09276939e-03  5.00000000e+00  4.55927166e+00 -4.55927166e-03 
 1.10276939e-03  5.00000000e+00  4.51390577e+00 -4.51390577e-03 
 1.11276939e-03  5.00000000e+00  4.46899128e+00 -4.46899128e-03 
 1.12276939e-03  5.00000000e+00  4.42452371e+00 -4.42452371e-03 
 1.13276939e-03  5.00000000e+00  4.38049860e+00 -4.38049860e-03 
 1.14276939e-03  5.00000000e+00  4.33691155e+00 -4.33691155e-03 
 1.15276939e-03  5.00000000e+00  4.29375820e+00 -4.29375820e-03 
 1.16276939e-03  5.00000000e+00  4.25103424e+00 -4.25103424e-03 
 1.17276939e-03  5.00000000e+00  4.20873539e+00 -4.20873539e-03 
 1.18276939e-03  5.00000000e+00  4.16685742e+00 -4.16685742e-03 
 1.19276939e-03  5.00000000e+00  4.12539616e+00 -4.12539616e-03 
 1.20276939e-03  5.00000000e+00  4.08434744e+00 -4.08434744e-03 
 1.21276939e-03  5.00000000e+00  4.04370716e+00 -4.04370716e-03 
 1.22276939e-03  5.00000000e+00  4.00347127e+00 -4.00347127e-03 
 1.23276939e-03  5.00000000e+00  3.96363574e+00 -3.96363574e-03 
 1.24276939e-03  5.00000000e+00  3.92419658e+00 -3.92419658e-03 
 1.25276939e-03  5.00000000e+00  3.88514984e+00 -3.88514984e-03 
 1.26276939e-03  5.00000000e+00  3.84649164e+00 -3.84649164e-03 
 1.27276939e-03  5.00000000e+00  3.80821809e+00 -3.80821809e-03 
 1.28276939e-03  5.00000000e+00  3.77032537e+00 -3.77032537e-03 
 1.29276939e-03  5.00000000e+00  3.73280970e+00 -3.73280970e-03 
 1.30276939e-03  5.00000000e+00  3.69566731e+00 -3.69566731e-03 
 1.31276939e-03  5.00000000e+00  3.65889450e+00 -3.65889450e-03 
 1.32276939e-03  5.00000000e+00  3.62248759e+00 -3.62248759e-03 
 1.33276939e-03  5.00000000e+00  3.58644294e+00 -3.58644294e-03 
 1.34276939e-03  5.00000000e+00  3.55075694e+00 -3.55075694e-03 
 1.35276939e-03  5.00000000e+00  3.51542602e+00 -3.51542602e-03 
 1.36276939e-03  5.00000000e+00  3.48044666e+00 -3.48044666e-03 
 1.37276939e-03  5.00000000e+00  3.44581535e+00 -3.44581535e-03 
 1.38276939e-03  5.00000000e+00  3.41152863e+00 -3.41152863e-03 
 1.39276939e-03  5.00000000e+00  3.37758307e+00 -3.37758307e-03 
 1.40276939e-03  5.00000000e+00  3.34397528e+00 -3.34397528e-03 
 1.41276939e-03  5.00000000e+00  3.31070189e+00 -3.31070189e-03 
 1.42276939e-03  5.00000000e+00  3.27775959e+00 -3.27775959e-03 
 1.43276939e-03  5.00000000e+00  3.24514506e+00 -3.24514506e-03 
 1.44276939e-03  5.00000000e+00  3.21285506e+00 -3.21285506e-03 
 1.45276939e-03  5.00000000e+00  3.18088636e+00 -3.18088636e-03 
 1.46276939e-03  5.00000000e+00  3.14923575e+00 -3.14923575e-03 
 1.47276939e-03  5.00000000e+00  3.11790007e+00 -3.11790007e-03 
 1.48276939e-03  5.00000000e+00  3.08687618e+00 -3.08687618e-03 
 1.49276939e-03  5.00000000e+00  3.05616100e+00 -3.05616100e-03 
 1.50276939e-03  5.00000000e+00  3.02575144e+00 -3.02575144e-03 
 1.51276939e-03  5.00000000e+00  2.99564446e+00 -2.99564446e-03 
 1.52276939e-03  5.00000000e+00  2.96583705e+00 -2.96583705e-03 
 1.53276939e-03  5.00000000e+00  2.93632623e+00 -2.93632623e-03 
 1.54276939e-03  5.00000000e+00  2.90710906e+00 -2.90710906e-03 
 1.55276939e-03  5.00000000e+00  2.87818260e+00 -2.87818260e-03 
 1.56276939e-03  5.00000000e+00  2.84954397e+00 -2.84954397e-03 
 1.57276939e-03  5.00000000e+00  2.82119029e+00 -2.82119029e-03 
 1.58276939e-03  5.00000000e+00  2.79311875e+00 -2.79311875e-03 
 1.59276939e-03  5.00000000e+00  2.76532652e+00 -2.76532652e-03 
 1.60276939e-03  5.00000000e+00  2.73781084e+00 -2.73781084e-03 
 1.61276939e-03  5.00000000e+00  2.71056894e+00 -2.71056894e-03 
 1.62276939e-03  5.00000000e+00  2.68359810e+00 -2.68359810e-03 
 1.63276939e-03  5.00000000e+00  2.65689563e+00 -2.65689563e-03 
 1.64276939e-03  5.00000000e+00  2.63045886e+00 -2.63045886e-03 
 1.65276939e-03  5.00000000e+00  2.60428514e+00 -2.60428514e-03 
 1.66276939e-03  5.00000000e+00  2.57837186e+00 -2.57837186e-03 
 1.67276939e-03  5.00000000e+00  2.55271641e+00 -2.55271641e-03 
 1.68276939e-03  5.00000000e+00  2.52731625e+00 -2.52731625e-03 
 1.69276939e-03  5.00000000e+00  2.50216883e+00 -2.50216883e-03 
 1.70276939e-03  5.00000000e+00  2.47727162e+00 -2.47727162e-03 
 1.71276939e-03  5.00000000e+00  2.45262215e+00 -2.45262215e-03 
 1.72276939e-03  5.00000000e+00  2.42821795e+00 -2.42821795e-03 
 1.73276939e-03  5.00000000e+00  2.40405658e+00 -2.40405658e-03 
 1.74276939e-03  5.00000000e+00  2.38013562e+00 -2.38013562e-03 
 1.75276939e-03  5.00000000e+00  2.35645268e+00 -2.35645268e-03 
 1.76276939e-03  5.00000000e+00  2.33300539e+00 -2.33300539e-03 
 1.77276939e-03  5.00000000e+00  2.30979140e+00 -2.30979140e-03 
 1.78276939e-03  5.00000000e+00  2.28680841e+00 -2.28680841e-03 
 1.79276939e-03  5.00000000e+00  2.26405409e+00 -2.26405409e-03 
 1.80276939e-03  5.00000000e+00  2.24152619e+00 -2.24152619e-03 
 1.81276939e-03  5.00000000e+00  2.21922245e+00 -2.21922245e-03 
 1.82276939e-03  5.00000000e+00  2.19714063e+00 -2.19714063e-03 
 1.83276939e-03  5.00000000e+00  2.17527854e+00 -2.17527854e-03 
 1.84276939e-03  5.00000000e+00  2.15363397e+00 -2.15363397e-03 
 1.85276939e-03  5.00000000e+00  2.13220478e+00 -2.13220478e-03 
 1.86276939e-03  5.00000000e+00  2.11098881e+00 -2.11098881e-03 
 1.87276939e-03  5.00000000e+00  2.08998395e+00 -2.08998395e-03 
 1.88276939e-03  5.00000000e+00  2.06918809e+00 -2.06918809e-03 
 1.89276939e-03  5.00000000e+00  2.04859915e+00 -2.04859915e-03 
 1.90276939e-03  5.00000000e+00  2.02821508e+00 -2.02821508e-03 
 1.91276939e-03  5.00000000e+00  2.00803384e+00 -2.00803384e-03 
 1.92276939e-03  5.00000000e+00  1.98805340e+00 -1.98805340e-03 
 1.93276939e-03  5.00000000e+00  1.96827177e+00 -1.96827177e-03 
 1.94276939e-03  5.00000000e+00  1.94868698e+00 -1.94868698e-03 
 1.95276939e-03  5.00000000e+00  1.92929706e+00 -1.92929706e-03 
 1.96276939e-03  5.00000000e+00  1.91010008e+00 -1.91010008e-03 
 1.97276939e-03  5.00000000e+00  1.89109410e+00 -1.89109410e-03 
 1.98276939e-03  5.00000000e+00  1.87227725e+00 -1.87227725e-03 
 1.99276939e-03  5.00000000e+00  1.85364762e+00 -1.85364762e-03 
 2.00276939e-03  5.00000000e+00  1.83520337e+00 -1.83520337e-03 
 2.01276939e-03  5.00000000e+00  1.81694264e+00 -1.81694264e-03 
 2.02276939e-03  5.00000000e+00  1.79886361e+00 -1.79886361e-03 
 2.03276939e-03  5.00000000e+00  1.78096447e+00 -1.78096447e-03 
 2.04276939e-03  5.00000000e+00  1.76324343e+00 -1.76324343e-03 
 2.05276939e-03  5.00000000e+00  1.74569872e+00 -1.74569872e-03 
 2.06276939e-03  5.00000000e+00  1.72832858e+00 -1.72832858e-03 
 2.07276939e-03  5.00000000e+00  1.71113128e+00 -1.71113128e-03 
 2.08276939e-03  5.00000000e+00  1.69410510e+00 -1.69410510e-03 
 2.09276939e-03  5.00000000e+00  1.67724833e+00 -1.67724833e-03 
 2.10276939e-03  5.00000000e+00  1.66055929e+00 -1.66055929e-03 
 2.11276939e-03  5.00000000e+00  1.64403632e+00 -1.64403632e-03 
 2.12276939e-03  5.00000000e+00  1.62767775e+00 -1.62767775e-03 
 2.13276939e-03  5.00000000e+00  1.61148195e+00 -1.61148195e-03 
 2.14276939e-03  5.00000000e+00  1.59544730e+00 -1.59544730e-03 
 2.15276939e-03  5.00000000e+00  1.57957220e+00 -1.57957220e-03 
 2.16276939e-03  5.00000000e+00  1.56385507e+00 -1.56385507e-03 
 2.17276939e-03  5.00000000e+00  1.54829432e+00 -1.54829432e-03 
 2.18276939e-03  5.00000000e+00  1.53288841e+00 -1.53288841e-03 
 2.19276939e-03  5.00000000e+00  1.51763579e+00 -1.51763579e-03 
 2.20276939e-03  5.00000000e+00  1.50253493e+00 -1.50253493e-03 
 2.21276939e-03  5.00000000e+00  1.48758434e+00 -1.48758434e-03 
 2.22276939e-03  5.00000000e+00  1.47278250e+00 -1.47278250e-03 
 2.23276939e-03  5.00000000e+00  1.45812795e+00 -1.45812795e-03 
 2.24276939e-03  5.00000000e+00  1.44361921e+00 -1.44361921e-03 
 2.25276939e-03  5.00000000e+00  1.42925484e+00 -1.42925484e-03 
 2.26276939e-03  5.00000000e+00  1.41503340e+00 -1.41503340e-03 
 2.27276939e-03  5.00000000e+00  1.40095347e+00 -1.40095347e-03 
 2.28276939e-03  5.00000000e+00  1.38701363e+00 -1.38701363e-03 
 2.29276939e-03  5.00000000e+00  1.37321250e+00 -1.37321250e-03 
 2.30276939e-03  5.00000000e+00  1.35954869e+00 -1.35954869e-03 
 2.31276939e-03  5.00000000e+00  1.34602085e+00 -1.34602085e-03 
 2.32276939e-03  5.00000000e+00  1.33262760e+00 -1.33262760e-03 
 2.33276939e-03  5.00000000e+00  1.31936763e+00 -1.31936763e-03 
 2.34276939e-03  5.00000000e+00  1.30623959e+00 -1.30623959e-03 
 2.35276939e-03  5.00000000e+00  1.29324218e+00 -1.29324218e-03 
 2.36276939e-03  5.00000000e+00  1.28037410e+00 -1.28037410e-03 
 2.37276939e-03  5.00000000e+00  1.26763406e+00 -1.26763406e-03 
 2.38276939e-03  5.00000000e+00  1.25502079e+00 -1.25502079e-03 
 2.39276939e-03  5.00000000e+00  1.24253302e+00 -1.24253302e-03 
 2.40276939e-03  5.00000000e+00  1.23016951e+00 -1.23016951e-03 
 2.41276939e-03  5.00000000e+00  1.21792901e+00 -1.21792901e-03 
 2.42276939e-03  5.00000000e+00  1.20581032e+00 -1.20581032e-03 
 2.43276939e-03  5.00000000e+00  1.19381220e+00 -1.19381220e-03 
 2.44276939e-03  5.00000000e+00  1.18193348e+00 -1.18193348e-03 
 2.45276939e-03  5.00000000e+00  1.17017294e+00 -1.17017294e-03 
 2.46276939e-03  5.00000000e+00  1.15852943e+00 -1.15852943e-03 
 2.47276939e-03  5.00000000e+00  1.14700178e+00 -1.14700178e-03 
 2.48276939e-03  5.00000000e+00  1.13558882e+00 -1.13558882e-03 
 2.49276939e-03  5.00000000e+00  1.12428943e+00 -1.12428943e-03 
 2.50276939e-03  5.00000000e+00  1.11310247e+00 -1.11310247e-03 
 2.51276939e-03  5.00000000e+00  1.10202683e+00 -1.10202683e-03 
 2.52276939e-03  5.00000000e+00  1.09106138e+00 -1.09106138e-03 
 2.53276939e-03  5.00000000e+00  1.08020505e+00 -1.08020505e-03 
 2.54276939e-03  5.00000000e+00  1.06945674e+00 -1.06945674e-03 
 2.55276939e-03  5.00000000e+00  1.05881538e+00 -1.05881538e-03 
 2.56276939e-03  5.00000000e+00  1.04827991e+00 -1.04827991e-03 
 2.57276939e-03  5.00000000e+00  1.03784926e+00 -1.03784926e-03 
 2.58276939e-03  5.00000000e+00  1.02752240e+00 -1.02752240e-03 
 2.59276939e-03  5.00000000e+00  1.01729830e+00 -1.01729830e-03 
 2.60276939e-03  5.00000000e+00  1.00717593e+00 -1.00717593e-03 
 2.61276939e-03  5.00000000e+00  9.97154276e-01 -9.97154276e-04 
 2.62276939e-03  5.00000000e+00  9.87232343e-01 -9.87232343e-04 
 2.63276939e-03  5.00000000e+00  9.77409136e-01 -9.77409136e-04 
 2.64276939e-03  5.00000000e+00  9.67683672e-01 -9.67683672e-04 
 2.65276939e-03  5.00000000e+00  9.58054978e-01 -9.58054978e-04 
 2.66276939e-03  5.00000000e+00  9.48522093e-01 -9.48522093e-04 
 2.67276939e-03  5.00000000e+00  9.39084062e-01 -9.39084062e-04 
 2.68276939e-03  5.00000000e+00  9.29739942e-01 -9.29739942e-04 
 2.69276939e-03  5.00000000e+00  9.20488799e-01 -9.20488799e-04 
 2.70276939e-03  5.00000000e+00  9.11329706e-01 -9.11329706e-04 
 2.71276939e-03  5.00000000e+00  9.02261749e-01 -9.02261749e-04 
 2.72276939e-03  5.00000000e+00  8.93284020e-01 -8.93284020e-04 
 2.73276939e-03  5.00000000e+00  8.84395622e-01 -8.84395622e-04 
 2.74276939e-03  5.00000000e+00  8.75595665e-01 -8.75595665e-04 
 2.75276939e-03  5.00000000e+00  8.66883271e-01 -8.66883271e-04 
 2.76276939e-03  5.00000000e+00  8.58257566e-01 -8.58257566e-04 
 2.77276939e-03  5.00000000e+00  8.49717690e-01 -8.49717690e-04 
 2.78276939e-03  5.00000000e+00  8.41262788e-01 -8.41262788e-04 
 2.79276939e-03  5.00000000e+00  8.32892014e-01 -8.32892014e-04 
 2.80276939e-03  5.00000000e+00  8.24604531e-01 -8.24604531e-04 
 2.81276939e-03  5.00000000e+00  8.16399511e-01 -8.16399511e-04 
 2.82276939e-03  5.00000000e+00  8.08276133e-01 -8.08276133e-04 
 2.83276939e-03  5.00000000e+00  8.00233584e-01 -8.00233584e-04 
 2.84276939e-03  5.00000000e+00  7.92271061e-01 -7.92271061e-04 
 2.85276939e-03  5.00000000e+00  7.84387767e-01 -7.84387767e-04 
 2.86276939e-03  5.00000000e+00  7.76582913e-01 -7.76582913e-04 
 2.87276939e-03  5.00000000e+00  7.68855720e-01 -7.68855720e-04 
 2.88276939e-03  5.00000000e+00  7.61205414e-01 -7.61205414e-04 
 2.89276939e-03  5.00000000e+00  7.53631231e-01 -7.53631231e-04 
 2.90276939e-03  5.00000000e+00  7.46132413e-01 -7.46132413e-04 
 2.91276939e-03  5.00000000e+00  7.38708210e-01 -7.38708210e-04 
 2.92276939e-03  5.00000000e+00  7.31357879e-01 -7.31357879e-04 
 2.93276939e-03  5.00000000e+00  7.24080687e-01 -7.24080687e-04 
 2.94276939e-03  5.00000000e+00  7.16875904e-01 -7.16875904e-04 
 2.95276939e-03  5.00000000e+00  7.09742810e-01 -7.09742810e-04 
 2.96276939e-03  5.00000000e+00  7.02680692e-01 -7.02680692e-04 
 2.97276939e-03  5.00000000e+00  6.95688845e-01 -6.95688845e-04 
 2.98276939e-03  5.00000000e+00  6.88766568e-01 -6.88766568e-04 
 2.99276939e-03  5.00000000e+00  6.81913169e-01 -6.81913169e-04 
 3.00276939e-03  5.00000000e+00  6.75127963e-01 -6.75127963e-04 
 3.01276939e-03  5.00000000e+00  6.68410272e-01 -6.68410272e-04 
 3.02276939e-03  5.00000000e+00  6.61759424e-01 -6.61759424e-04 
 3.03276939e-03  5.00000000e+00  6.55174753e-01 -6.55174753e-04 
 3.04276939e-03  5.00000000e+00  6.48655601e-01 -6.48655601e-04 
 3.05276939e-03  5.00000000e+00  6.42201316e-01 -6.42201316e-04 
 3.06276939e-03  5.00000000e+00  6.35811254e-01 -6.35811254e-04 
 3.07276939e-03  5.00000000e+00  6.29484774e-01 -6.29484774e-04 
 3.08276939e-03  5.00000000e+00  6.23221243e-01 -6.23221243e-04 
 3.09276939e-03  5.00000000e+00  6.17020037e-01 -6.17020037e-04 
 3.10276939e-03  5.00000000e+00  6.10880534e-01 -6.10880534e-04 
 3.11276939e-03  5.00000000e+00  6.04802121e-01 -6.04802121e-04 
 3.12276939e-03  5.00000000e+00  5.98784189e-01 -5.98784189e-04 
 3.13276939e-03  5.00000000e+00  5.92826138e-01 -5.92826138e-04 
 3.14276939e-03  5.00000000e+00  5.86927370e-01 -5.86927370e-04 
 3.15276939e-03  5.00000000e+00  5.81087297e-01 -5.81087297e-04 
 3.16276939e-03  5.00000000e+00  5.75305334e-01 -5.75305334e-04 
 3.17276939e-03  5.00000000e+00  5.69580902e-01 -5.69580902e-04 
 3.18276939e-03  5.00000000e+00  5.63913431e-01 -5.63913431e-04 
 3.19276939e-03  5.00000000e+00  5.58302352e-01 -5.58302352e-04 
 3.20276939e-03  5.00000000e+00  5.52747105e-01 -5.52747105e-04 
 3.21276939e-03  5.00000000e+00  5.47247133e-01 -5.47247133e-04 
 3.22276939e-03  5.00000000e+00  5.41801888e-01 -5.41801888e-04 
 3.23276939e-03  5.00000000e+00  5.36410825e-01 -5.36410825e-04 
 3.24276939e-03  5.00000000e+00  5.31073404e-01 -5.31073404e-04 
 3.25276939e-03  5.00000000e+00  5.25789091e-01 -5.25789091e-04 
 3.26276939e-03  5.00000000e+00  5.20557359e-01 -5.20557359e-04 
 3.27276939e-03  5.00000000e+00  5.15377684e-01 -5.15377684e-04 
 3.28276939e-03  5.00000000e+00  5.10249548e-01 -5.10249548e-04 
 3.29276939e-03  5.00000000e+00  5.05172438e-01 -5.05172438e-04 
 3.30276939e-03  5.00000000e+00  5.00145846e-01 -5.00145846e-04 
 3.31276939e-03  5.00000000e+00  4.95169271e-01 -4.95169271e-04 
 3.32276939e-03  5.00000000e+00  4.90242213e-01 -4.90242213e-04 
 3.33276939e-03  5.00000000e+00  4.85364181e-01 -4.85364181e-04 
 3.34276939e-03  5.00000000e+00  4.80534687e-01 -4.80534687e-04 
 3.35276939e-03  5.00000000e+00  4.75753247e-01 -4.75753247e-04 
 3.36276939e-03  5.00000000e+00  4.71019384e-01 -4.71019384e-04 
 3.37276939e-03  5.00000000e+00  4.66332624e-01 -4.66332624e-04 
 3.38276939e-03  5.00000000e+00  4.61692498e-01 -4.61692498e-04 
 3.39276939e-03  5.00000000e+00  4.57098543e-01 -4.57098543e-04 
 3.40276939e-03  5.00000000e+00  4.52550299e-01 -4.52550299e-04 
 3.41276939e-03  5.00000000e+00  4.48047311e-01 -4.48047311e-04 
